Author,Art,Sale date,Price,Genre,Style,Image,Dimensions,Media,Location,Found,Url
Pablo Picasso,Jeune fille endormie,06.21.2011,"21,799,182",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Jeune fille endormie
Egon Schiele,Herbstsonne,06.20.2006,"21,708,430",,,,,,,0,https://www.wikiart.org/en/Search/Egon Schiele Herbstsonne
,Portrait de Paul éluard,02.10.2011,"21,685,938",,,,,,,0,https://www.wikiart.org/en/Search/ Portrait de Paul éluard
Cy Twombly,Poems to the sea,11.13.2013,"21,669,000",,,,,,,0,https://www.wikiart.org/en/Search/Cy Twombly Poems to the sea
Francis Bacon,Three Studies for a Self-Portrait,02.12.2013,"21,661,584",,,https://uploads2.wikiart.org/00108/images/francis-bacon/3-4.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Three Studies for a Self-Portrait
Paul Gauguin,Deux femmes or La Chevelure fleurie,02.07.2006,"21,656,598",,,,,,,0,https://www.wikiart.org/en/Search/Paul Gauguin Deux femmes or La Chevelure fleurie
,Abstraktes Bild,11.11.2014,"21,445,000",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes Bild
Roy Lichtenstein,Reflections on the Prom,11.12.2014,"21,445,000",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Reflections on the Prom
Yves Klein,Archisponge,11.11.2008,"21,362,500",,,,,,,0,https://www.wikiart.org/en/Search/Yves Klein Archisponge
Pablo Picasso,Femmes lisant,05.03.2011,"21,362,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femmes lisant
Pablo Picasso,"Les femmes d′Alger, version L",05.04.2011,"21,362,500",,,,,,,0,"https://www.wikiart.org/en/Search/Pablo Picasso Les femmes d′Alger, version L"
Mark Rothko,Black Stripe,11.14.2012,"21,362,500",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko Black Stripe
Charles Willson Peale,George Washington at Princeton,01.21.2006,"21,296,000",,,,,,,0,https://www.wikiart.org/en/Search/Charles Willson Peale George Washington at Princeton
Clyfford Still,1947-R-No. 1 ,11.15.2006,"21,296,000",,,,,,,0,https://www.wikiart.org/en/Search/Clyfford Still 1947-R-No. 1 
Wassily Kandinsky,Studie zu Improvisation 3,06.18.2013,"21,216,846",,,,,,,0,https://www.wikiart.org/en/Search/Wassily Kandinsky Studie zu Improvisation 3
Willem de Kooning,Untitled XXXI,05.13.2014,"21,165,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Untitled XXXI
Huang Zhou,Gaiety in the Grassland mounted,12.02.2013,"21,141,440",,,,,,,0,https://www.wikiart.org/en/Search/Huang Zhou Gaiety in the Grassland mounted
Egon Schiele,Krumauer Landschaft,06.23.2003,"21,064,050",,,,,,,0,https://www.wikiart.org/en/Search/Egon Schiele Krumauer Landschaft
Mark Rothko,No. 7,11.13.2007,"21,041,000",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko No. 7
Piet Mondrian,New York/Boogie Woogie,11.04.2004,"21,008,000",,,,,,,0,https://www.wikiart.org/en/Search/Piet Mondrian New York/Boogie Woogie
Edouard Manet,Jeune fille dans un jardin,11.09.2000,"20,905,750",,,,,,,0,https://www.wikiart.org/en/Search/Edouard Manet Jeune fille dans un jardin
Pierre-Auguste Renoir,Baigneuse,11.13.1997,"20,902,500",,,,,,,0,https://www.wikiart.org/en/Search/Pierre-Auguste Renoir Baigneuse
Clyfford Still,PH - 21,05.14.2013,"20,885,000",abstract,"Abstract Expressionism, Color Field Painting",https://uploads4.wikiart.org/images/clyfford-still/ph-21-1962.jpg,195.6 x 174.7 cm,oil,,1,https://www.wikiart.org/en/Search/Clyfford Still PH - 21
Jackson Pollock,The Blue Unconscious,05.14.2013,"20,885,000",,,,,,,0,https://www.wikiart.org/en/Search/Jackson Pollock The Blue Unconscious
Lucio Fontana,"Concetto spaziale, La fine di Dio",11.12.2013,"20,885,000",,,,,,,0,"https://www.wikiart.org/en/Search/Lucio Fontana Concetto spaziale, La fine di Dio"
,Abstraktes Bild,11.12.2013,"20,885,000",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes Bild
Juan Gris,"Livre, pipe et verres",11.06.2008,"20,802,500",,,,,,,0,"https://www.wikiart.org/en/Search/Juan Gris Livre, pipe et verres"
Alberto Giacometti,Le Chat,05.04.2010,"20,802,500",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Le Chat
Henri Matisse,"Danseuse dans le fauteuil, sol en damier",11.02.2010,"20,802,500",,,,,,,0,"https://www.wikiart.org/en/Search/Henri Matisse Danseuse dans le fauteuil, sol en damier"
,Abstraktes Bild,11.09.2011,"20,802,500",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes Bild
Willem de Kooning,Interchange,11.08.1989,"20,680,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Interchange
Barnett Newman,By twos,11.13.2013,"20,605,000",abstract,Color Field Painting,https://uploads7.wikiart.org/images/barnett-newman/by-twos-1949.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Barnett Newman By twos
Andy Warhol,Big electric chair,05.14.2014,"20,437,000",interior,Pop Art,https://uploads1.wikiart.org/images/andy-warhol/big-electric-chair.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Andy Warhol Big electric chair
Paul Cézanne,Vue sur L′Estaque et le Château d′If,02.04.2015,"20,375,704",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Vue sur L′Estaque et le Château d′If
Vincent van Gogh,Le pont de Trinquetaille,06.29.1987,"20,367,090",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Le pont de Trinquetaille
Vincent van Gogh,Le vieil If,11.14.1989,"20,350,000",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Le vieil If
Lucio Fontana,"Concetto Spaziale, La Fine di Dio",02.27.2008,"20,343,394",,,,,,,0,"https://www.wikiart.org/en/Search/Lucio Fontana Concetto Spaziale, La Fine di Dio"
Andy Warhol,Liz #1,11.13.2013,"20,325,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Liz #1
Claude Monet,Sous les peupliers,11.04.2014,"20,325,000",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Sous les peupliers
Piet Mondrian,Composition No. II with Blue and Yellow,02.04.2014,"20,315,296",,,,,,,0,https://www.wikiart.org/en/Search/Piet Mondrian Composition No. II with Blue and Yellow
Andy Warhol,Sixteen Jackies,05.10.2011,"20,242,500",portrait,Pop Art,https://uploads7.wikiart.org/images/andy-warhol/sixteen-jackies.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Andy Warhol Sixteen Jackies
Piero Manzoni,Achrome,10.17.2014,"20,218,814",abstract,Minimalism,https://uploads6.wikiart.org/images/piero-manzoni/achrome-1958.jpg!Large.jpg,,"canvas, clay","Tate Modern, London, UK",1,https://www.wikiart.org/en/Search/Piero Manzoni Achrome
Franz Marc,Der Wasserfall,11.07.2007,"20,201,000",,,,,,,0,https://www.wikiart.org/en/Search/Franz Marc Der Wasserfall
Claude Monet,Nymphéas,06.24.2002,"20,182,110",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Nymphéas
Claude Monet,"Londres, le Parlement, effet de soleil dans le brouillard",11.03.2004,"20,167,500",,,,,,,0,"https://www.wikiart.org/en/Search/Claude Monet Londres, le Parlement, effet de soleil dans le brouillard"
Jean-Michel Basquiat,Untitled,06.27.2012,"20,162,318",,,,,,,0,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Untitled
Canaletto,"The Bucintoro at the Molo, Venice, on Ascension Day",07.06.2005,"20,084,328",,,,,,,0,"https://www.wikiart.org/en/Search/Canaletto The Bucintoro at the Molo, Venice, on Ascension Day"
Pablo Picasso,Le miroir,11.07.1995,"20,022,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Le miroir
Cy Twombly,Untitled,02.12.2014,"20,012,930",abstract,Abstract Expressionism,https://uploads8.wikiart.org/images/cy-twombly/untitled.jpg!Large.jpg,256 x 307 cm,"crayon, oil, pencil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Cy Twombly Untitled
Wang Meng,Landscape,06.03.2010,"20,004,392",,,,,,,0,https://www.wikiart.org/en/Search/Wang Meng Landscape
Pierre-Auguste Renoir,Jeune fille au chat,05.17.1990,"19,965,000",,,,,,,0,https://www.wikiart.org/en/Search/Pierre-Auguste Renoir Jeune fille au chat
Willem de Kooning,Untitled XXIII,11.13.2007,"19,921,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Untitled XXIII
,Struktur,06.27.2012,"19,812,788",,,,,,,0,https://www.wikiart.org/en/Search/ Struktur
Vincent van Gogh,La Roubine du Roi,05.12.1999,"19,802,500",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh La Roubine du Roi
Fernand Léger,Les cylindres colorés,02.04.2014,"19,764,928",,,,,,,0,https://www.wikiart.org/en/Search/Fernand Léger Les cylindres colorés
Francis Bacon,Self-portrait,11.09.2011,"19,682,500",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Self-portrait
Willem de Kooning,Abstraction,11.13.2012,"19,682,500",abstract,Abstract Expressionism,https://uploads5.wikiart.org/images/willem-de-kooning/abstraction-1950.jpg!Large.jpg,46 x 37 cm,,"Thyssen-Bornemisza Museum, Madrid, Spain",1,https://www.wikiart.org/en/Search/Willem de Kooning Abstraction
Li Keran,Shaoshan-revolutionary sacred place of Chairman Mao′s former residence,05.12.2012,"19,681,484",,,,,,,0,https://www.wikiart.org/en/Search/Li Keran Shaoshan-revolutionary sacred place of Chairman Mao′s former residence
Francis Bacon,Study for Head of Lucian Freud,07.01.2014,"19,622,034",,,https://uploads0.wikiart.org/images/francis-bacon/study-for-head-of-lucian-freud(1).jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Study for Head of Lucian Freud
Lucian Freud,Ib and her Husband,11.13.2007,"19,361,000",genre painting,Expressionism,https://uploads6.wikiart.org/images/lucian-freud/ib-and-her-husband-1992.jpg,147 x 168 cm,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Lucian Freud Ib and her Husband
Alberto Giacometti,L′homme qui chavire,11.04.2009,"19,346,500",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti L′homme qui chavire
,Seestück,05.08.2012,"19,346,500",,,,,,,0,https://www.wikiart.org/en/Search/ Seestück
Damien Hirst,Lullaby Spring,06.21.2007,"19,213,272",,,,,,,0,https://www.wikiart.org/en/Search/Damien Hirst Lullaby Spring
Henri Matisse,La séance du matin,05.07.2014,"19,205,000",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse La séance du matin
Pablo Picasso,La Grue,05.07.2008,"19,193,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso La Grue
Willem de Kooning,Woman,05.15.2013,"19,163,750",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Woman
Edward Hopper,Blackwell′s Island,05.23.2013,"19,163,750",cityscape,New Realism,https://uploads8.wikiart.org/images/edward-hopper/blackwell-s-island-1928.jpg!Large.jpg,87.63 x 151.13 cm,"oil, canvas",,1,https://www.wikiart.org/en/Search/Edward Hopper Blackwell′s Island
Amedeo Modigliani,Jeanne hébuterne,11.02.2010,"19,122,500",portrait,Expressionism,https://uploads1.wikiart.org/images/amedeo-modigliani/jeanne-hebuterne-1918.jpg!Large.jpg,46 x 29 cm,"oil, canvas","Musee d'Art Moderne de Troyes, Troyes, France",1,https://www.wikiart.org/en/Search/Amedeo Modigliani Jeanne hébuterne
Paul Cézanne,Joueur de cartes,05.01.2012,"19,122,500",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Joueur de cartes
Henri Matisse,Les Pivoines,05.01.2012,"19,122,500",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse Les Pivoines
Willem de Kooning,Untitled I,05.16.2007,"19,080,000",abstract,Abstract Expressionism,https://uploads2.wikiart.org/images/willem-de-kooning/untitled-1949.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Willem de Kooning Untitled I
Qian Weicheng,Yandang mountain,06.03.2010,"19,020,568",,,,,,,0,https://www.wikiart.org/en/Search/Qian Weicheng Yandang mountain
Auguste Rodin,"Eve, grand modèle-version sans rocher",05.06.2008,"18,969,000",,,,,,,0,"https://www.wikiart.org/en/Search/Auguste Rodin Eve, grand modèle-version sans rocher"
Edgar Degas,Petite danseuse de quatorze ans,02.03.2009,"18,953,890",,,,,,,0,https://www.wikiart.org/en/Search/Edgar Degas Petite danseuse de quatorze ans
Paul Cézanne,Pichet et fruits sur une table,02.03.2010,"18,825,354",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Pichet et fruits sur une table
Claude Monet,Nymphéas,11.05.2002,"18,709,500",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Nymphéas
Pablo Picasso,Mere et enfant,11.15.1989,"18,700,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Mere et enfant
,Untitled,05.12.2014,"18,645,000",,,,,,,0,https://www.wikiart.org/en/Search/ Untitled
Pablo Picasso,Les Femmes d′Alger,05.03.2005,"18,608,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Les Femmes d′Alger
Pablo Picasso,Portrait de Germaine,05.02.2006,"18,608,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Portrait de Germaine
Alexej Jawlensky,Schokko,02.05.2008,"18,586,402",,,,,,,0,https://www.wikiart.org/en/Search/Alexej Jawlensky Schokko
Alberto Giacometti,Trois hommes qui marchent I,06.25.2008,"18,585,730",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Trois hommes qui marchent I
Damien Hirst,The Golden Calf,09.15.2008,"18,566,620",,,,,,,0,https://www.wikiart.org/en/Search/Damien Hirst The Golden Calf
Mark Rothko,White cloud,11.08.2011,"18,562,500",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko White cloud
Alexander Calder,Lily of Force,05.08.2012,"18,562,500",,,,,,,0,https://www.wikiart.org/en/Search/Alexander Calder Lily of Force
Pablo Picasso,Tête et main de femme,05.09.2007,"18,520,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Tête et main de femme
Alberto Giacometti,L′homme qui chavire,05.09.2007,"18,520,000",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti L′homme qui chavire
Juan Gris,Le pot de geranium,05.09.2007,"18,520,000",,,,,,,0,https://www.wikiart.org/en/Search/Juan Gris Le pot de geranium
Henri Matisse,Nu couché vu de dos,05.03.2006,"18,496,000",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse Nu couché vu de dos
Piet Mondrian,Composition avec grille 2,02.23.2009,"18,472,162",,,,,,,0,https://www.wikiart.org/en/Search/Piet Mondrian Composition avec grille 2
Amedeo Modigliani,Portrait de Paul Alexandre,06.04.2014,"18,429,952",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Portrait de Paul Alexandre
Andy Warhol,Silver Liz,05.11.2010,"18,338,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Silver Liz
Constantin Brancusi,Danaïde,05.07.2002,"18,159,500",,,,,,,0,https://www.wikiart.org/en/Search/Constantin Brancusi Danaïde
Pierre-Auguste Renoir,La tasse de chocalat,11.12.1990,"18,150,000",,,,,,,0,https://www.wikiart.org/en/Search/Pierre-Auguste Renoir La tasse de chocalat
Roy Lichtenstein,Landscape with Figures,11.12.2014,"18,085,000",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Landscape with Figures
Peter Doig,Pine House,11.12.2014,"18,085,000",,,,,,,0,https://www.wikiart.org/en/Search/Peter Doig Pine House
Chaïm Soutine,Le petit pâtissier,05.08.2013,"18,043,750",,,,,,,0,https://www.wikiart.org/en/Search/Chaïm Soutine Le petit pâtissier
Pablo Picasso,Deux personnages,11.06.2008,"18,002,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Deux personnages
Pablo Picasso,Femme au chat assise dans un fauteuil,05.04.2010,"18,002,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme au chat assise dans un fauteuil
Gustave Caillebotte,Le Pont d′Argenteuil et la Seine,11.02.2011,"18,002,500",,,,,,,0,https://www.wikiart.org/en/Search/Gustave Caillebotte Le Pont d′Argenteuil et la Seine
,Gudrun,11.09.2011,"18,002,500",,,,,,,0,https://www.wikiart.org/en/Search/ Gudrun
Pablo Picasso,Le baiser,06.23.2010,"17,937,642",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Le baiser
Bada Shanren,Mandarin ducks and bamboo,12.13.2010,"17,808,712",,,,,,,0,https://www.wikiart.org/en/Search/Bada Shanren Mandarin ducks and bamboo
Claude Monet,"Les arceaux de roses, Giverny",06.18.2007,"17,750,766",,,,,,,0,"https://www.wikiart.org/en/Search/Claude Monet Les arceaux de roses, Giverny"
Thomas Moran,Green river of Wyoming,05.21.2008,"17,737,000",,,,,,,0,https://www.wikiart.org/en/Search/Thomas Moran Green river of Wyoming
Wu Guanzhong,Lion woods,06.03.2011,"17,734,596",figurative,"Abstract Expressionism, Ink and wash painting",https://uploads7.wikiart.org/images/wu-guanzhong/lion-woods-1983.jpg,,,,1,https://www.wikiart.org/en/Search/Wu Guanzhong Lion woods
Amedeo Modigliani,Jeune homme roux assis,05.06.2014,"17,637,000",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Jeune homme roux assis
Clyfford Still,PH-1033,05.13.2014,"17,525,000",,,,,,,0,https://www.wikiart.org/en/Search/Clyfford Still PH-1033
Willem de Kooning,Untitled XXIV,11.12.2014,"17,525,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Untitled XXIV
Henri Matisse,Odalisques jouant aux dames,06.22.2010,"17,509,514",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse Odalisques jouant aux dames
Pierre-Auguste Renoir,La promenade,04.04.1989,"17,427,946",,,,,,,0,https://www.wikiart.org/en/Search/Pierre-Auguste Renoir La promenade
Francis Bacon,Three Studies of Isabel Rawsthorne,06.26.2013,"17,419,052",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Three Studies of Isabel Rawsthorne
Paul Cézanne,Portrait de Vallier,11.06.2007,"17,401,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Portrait de Vallier
Pablo Picasso,Le Baiser,05.07.2008,"17,401,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Le Baiser
Yves Klein,IKB 1,05.14.2008,"17,401,000",,,,,,,0,https://www.wikiart.org/en/Search/Yves Klein IKB 1
Jasper Johns,Figure 4,05.16.2007,"17,400,000",,,,,,,0,https://www.wikiart.org/en/Search/Jasper Johns Figure 4
Andy Warhol,Self-portrait,02.16.2011,"17,387,926",self-portrait,Pop Art,https://uploads4.wikiart.org/images/andy-warhol/self-portrait.jpg,,silkscreen,,1,https://www.wikiart.org/en/Search/Andy Warhol Self-portrait
Andy Warhol,Mao,11.15.2006,"17,376,000",portrait,Pop Art,https://uploads4.wikiart.org/images/andy-warhol/mao.jpg!Large.jpg,,,"Art Institute of Chicago, Chicago, IL, US",1,https://www.wikiart.org/en/Search/Andy Warhol Mao
Mark Rothko,No. 6,11.09.2004,"17,368,000",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko No. 6
Paul Cézanne,Portrait de Paul Cézanne,05.07.2003,"17,367,500",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Portrait de Paul Cézanne
Andy Warhol,Orange Marilyn,05.14.1998,"17,327,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Orange Marilyn
Alberto Giacometti,Trois hommes qui marchent II,06.22.2011,"17,323,920",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Trois hommes qui marchent II
Pablo Picasso,Buste de Françoise,06.21.2011,"17,271,582",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Buste de Françoise
Chaïm Soutine,L′Homme au Foulard Rouge,02.05.2007,"17,219,550",,,,,,,0,https://www.wikiart.org/en/Search/Chaïm Soutine L′Homme au Foulard Rouge
Pablo Picasso,Femme à la fenêtre,11.08.2012,"17,218,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme à la fenêtre
Wassily Kandinsky,Strandszene,05.06.2014,"17,189,000",,,,,,,0,https://www.wikiart.org/en/Search/Wassily Kandinsky Strandszene
Paul Cézanne,Pommes et serviette,11.27.1989,"17,176,764",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Pommes et serviette
Damien Hirst,The Kingdom,09.15.2008,"17,159,576",,,,,,,0,https://www.wikiart.org/en/Search/Damien Hirst The Kingdom
Joan Miró,La caresse des étoiles,05.06.2008,"17,065,000",,,,,,,0,https://www.wikiart.org/en/Search/Joan Miró La caresse des étoiles
Henri Matisse,La robe persane,11.09.2000,"17,055,750",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse La robe persane
Kasimir Severinovich Malevich,Suprematist Composition,05.11.2000,"17,052,500",,,,,,,0,https://www.wikiart.org/en/Search/Kasimir Severinovich Malevich Suprematist Composition
Jasper Johns,False Start,11.10.1988,"17,050,000",,,,,,,0,https://www.wikiart.org/en/Search/Jasper Johns False Start
Diego Rodriguez de Silva y Velasquez,Saint Rufina,07.04.2007,"16,983,140",,,,,,,0,https://www.wikiart.org/en/Search/Diego Rodriguez de Silva y Velasquez Saint Rufina
Yves Klein,Rélief éponge bleu,05.14.2014,"16,965,000",,,,,,,0,https://www.wikiart.org/en/Search/Yves Klein Rélief éponge bleu
,Abstraktes Bild,11.12.2014,"16,965,000",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes Bild
Lucian Freud,Julie and Martin,11.12.2014,"16,965,000",nude painting (nu),Expressionism,https://uploads0.wikiart.org/images/lucian-freud/julie-and-martin.jpg!Large.jpg,,"oil, canvas",,1,https://www.wikiart.org/en/Search/Lucian Freud Julie and Martin
Peter Doig,Gasthof,07.01.2014,"16,948,124",,,,,,,0,https://www.wikiart.org/en/Search/Peter Doig Gasthof
Pablo Picasso,Famille de l′Arlequin,11.14.1989,"16,940,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Famille de l′Arlequin
Pablo Picasso,Composition,02.05.2014,"16,938,304",still life,"Cubism, Surrealism",https://uploads1.wikiart.org/images/pablo-picasso/composition-1946.jpg!Large.jpg,195 x 130 cm,"oil, canvas",,1,https://www.wikiart.org/en/Search/Pablo Picasso Composition
Francesco Guardi,"Venice, the Bacino di San Marco, with the Piazzetta and the Doge′s Palace",07.08.2014,"16,937,616",,,,,,,0,"https://www.wikiart.org/en/Search/Francesco Guardi Venice, the Bacino di San Marco, with the Piazzetta and the Doge′s Palace"
Jeff Koons,Balloon flower,11.10.2010,"16,882,500",,,,,,,0,https://www.wikiart.org/en/Search/Jeff Koons Balloon flower
Titian,A Sacra Conversazione: The Madonna and Child with Saints Luke and Catherine of Alexandria,01.27.2011,"16,882,500",,,,,,,0,https://www.wikiart.org/en/Search/Titian A Sacra Conversazione: The Madonna and Child with Saints Luke and Catherine of Alexandria
Jeff Koons,Pink Panther,05.10.2011,"16,882,500",sculpture,Neo-Pop Art,https://uploads3.wikiart.org/images/jeff-koons/pink-panther.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Jeff Koons Pink Panther
,Abstraktes Bild,05.09.2012,"16,882,500",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes Bild
Pablo Picasso,Homme à la pipe,11.06.2007,"16,841,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Homme à la pipe
Amedeo Modigliani,Jeune fille assise en chemise,11.06.2007,"16,841,000",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Jeune fille assise en chemise
Max Beckmann,Selbstbildnis mit Glaskugel,05.03.2005,"16,816,000",,,,,,,0,https://www.wikiart.org/en/Search/Max Beckmann Selbstbildnis mit Glaskugel
Claude Monet,Le bassin aux nymphéas,05.06.2004,"16,808,000",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Le bassin aux nymphéas
Paul Cézanne,Pichet et assiette de poires,05.08.2002,"16,784,500",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Pichet et assiette de poires
Cui Ruzhuo,100 works,10.05.2014,"16,726,588",,,,,,,0,https://www.wikiart.org/en/Search/Cui Ruzhuo 100 works
Fernand Léger,Le moteur,11.06.2001,"16,726,000",,,,,,,0,https://www.wikiart.org/en/Search/Fernand Léger Le moteur
Edgar Degas,Au Musée du Louvre,05.08.2002,"16,509,500",,,,,,,0,https://www.wikiart.org/en/Search/Edgar Degas Au Musée du Louvre
